ID_Lavagem;ID_Carro;ID_Servico;Data_Lavagem;Valor_Pago;Quantidade
118;b32065bf;5;2023-01-16;500.0;1
119;eb46f9fd;5;2024-04-08;650.0;1
126;293af53c;4;2023-01-02;325.0;1
129;77117764;3;2024-01-03;115.0;1
132;e2f202b2;6;2023-11-23;402.5;1
133;4562e63d;7;2024-02-28;1380.0;1
134;cec7f392;1;2023-10-16;50.0;1
135;70499fef;3;2024-02-19;130.0;1
136;0efe8067;3;2023-07-14;130.0;1
138;2e47c2ea;5;2024-03-14;500.0;1
140;0ec80634;4;2023-01-13;287.5;1
141;d7671b51;5;2024-05-19;575.0;1
147;699df43c;1;2023-07-18;57.5;1
149;aa22e71a;5;2023-07-04;650.0;1
150;eb46f9fd;5;2024-05-29;650.0;1
151;84fc3c6f;7;2023-07-25;1380.0;1
153;e58fcc01;2;2023-01-23;104.0;1
154;657a1fe0;6;2023-08-21;402.5;1
155;7c0dabda;2;2024-02-01;80.0;1
156;b04926c2;4;2023-07-17;287.5;1
157;2384ea28;5;2023-12-25;575.0;1
159;577066ea;7;2023-07-23;1380.0;1
160;dbe31ce9;2;2023-07-20;80.0;1
164;1ceb651f;6;2024-01-12;350.0;1
166;13a52286;6;2023-09-12;402.5;1
167;100f8c6d;2;2023-05-21;92.0;1
169;b8431b8a;6;2023-09-20;350.0;1
171;ea441cc5;6;2024-03-18;402.5;1
175;dc2d6455;3;2024-01-16;115.0;1
176;12ce0b70;3;2023-07-21;100.0;1
177;b32065bf;2;2023-09-07;80.0;1
178;795d544f;1;2023-06-27;65.0;1
179;afc83dd0;4;2024-05-02;287.5;1
181;100f8c6d;5;2023-06-12;575.0;1
183;f8c4f2ca;7;2024-03-15;1560.0;1
184;0eb576df;5;2023-10-30;650.0;1
186;059008ca;5;2023-03-05;500.0;1
189;a1d2426f;1;2023-09-14;57.5;1
190;dd17cdcd;7;2024-05-18;1560.0;1
194;ffacc767;7;2024-04-04;1200.0;1
196;438ad5f3;4;2024-02-06;287.5;1
197;9685c88b;6;2023-04-25;350.0;1
198;676dde3a;1;2023-06-04;65.0;1
200;6e391648;1;2024-01-13;57.5;1
204;2988ced3;1;2023-05-30;50.0;1
209;e0a47255;6;2023-06-27;455.0;1
211;e0a47255;6;2023-11-13;455.0;1
212;28d0576a;5;2023-07-25;575.0;1
213;65a7e84c;4;2024-01-13;325.0;1
217;fdcff0af;6;2023-01-20;350.0;1
225;2c94a6d9;4;2024-01-13;325.0;1
226;6bb77e63;5;2023-12-25;500.0;1
232;e3b43f0c;4;2023-04-25;287.5;1
236;551902c2;6;2023-12-21;350.0;1
242;84c8075c;5;2024-05-18;650.0;1
243;5a685190;5;2023-05-31;575.0;1
248;92d8e628;3;2023-10-05;115.0;1
250;d04e0b6f;1;2023-04-09;65.0;1
251;1249f662;4;2023-07-09;325.0;1
256;5a685190;5;2023-04-03;575.0;1
258;8a8be7bf;2;2023-05-24;80.0;1
259;d447a753;4;2023-12-15;250.0;1
260;4362f01f;5;2023-05-18;650.0;1
261;d2b73f23;7;2023-06-28;1560.0;1
263;a75ae7a2;3;2023-01-01;100.0;1
264;959f1aee;7;2023-02-07;1380.0;1
265;9e91f62f;4;2023-02-15;250.0;1
270;e0a47255;6;2023-12-22;455.0;1
271;1d75318c;3;2023-06-14;115.0;1
272;5c44da21;4;2023-12-01;250.0;1
274;e00888d6;3;2023-06-14;115.0;1
276;dbea750d;3;2024-04-25;115.0;1
277;7e1b7340;5;2024-04-06;575.0;1
280;900669b2;4;2023-01-25;325.0;1
281;16f7f689;7;2024-03-22;1380.0;1
282;0efe8067;7;2024-03-08;1560.0;1
283;a57eb38e;4;2024-01-12;325.0;1
284;5d0fd565;2;2023-03-22;80.0;1
287;32c60270;6;2023-01-26;402.5;1
290;0b03ad8d;5;2023-04-10;575.0;1
291;d0ea6557;6;2023-05-08;402.5;1
292;c778633b;1;2023-01-09;57.5;1
297;bad2783f;5;2024-01-02;500.0;1
299;7e1b7340;3;2024-01-05;115.0;1
300;16899c7f;6;2023-06-19;455.0;1
302;705c55c3;5;2024-01-16;500.0;1
308;a983457e;5;2023-04-17;575.0;1
311;9685c88b;3;2023-04-13;100.0;1
321;2c6f4c99;5;2023-11-02;500.0;1
322;ea1e33d7;2;2023-02-14;80.0;1
323;41957a2f;3;2023-02-22;100.0;1
324;a2a8aa9a;7;2023-11-01;1200.0;1
326;e075e513;4;2023-01-26;250.0;1
328;e43d72b5;2;2023-02-17;80.0;1
330;02690dfe;5;2023-02-12;500.0;1
331;f5a73f35;5;2023-12-12;500.0;1
334;5ed65c1e;5;2023-06-11;575.0;1
336;5b032ce4;7;2023-01-25;1380.0;1
337;0e8a204d;5;2024-01-18;650.0;1
340;e075e513;5;2023-06-06;500.0;1
343;45a7a880;2;2024-02-09;80.0;1
344;931e2cae;3;2023-04-13;100.0;1
347;cc560cc4;5;2023-08-06;500.0;1
348;5c224582;5;2024-05-16;500.0;1
354;c33d6ccc;5;2024-03-12;650.0;1
357;969c0999;1;2023-07-16;57.5;1
358;f77aa450;6;2023-07-03;402.5;1
361;8f07ded4;3;2023-09-14;100.0;1
365;b3530c11;3;2023-05-14;130.0;1
367;cf26e8a9;7;2023-01-16;1560.0;1
369;73909230;7;2023-07-10;1200.0;1
370;5bd3c832;2;2023-01-02;92.0;1
371;dd86dab9;7;2023-05-22;1380.0;1
373;8d324577;6;2023-11-20;350.0;1
374;68dc4bd8;5;2023-03-17;575.0;1
376;293af53c;7;2024-02-09;1560.0;1
377;4abbb10a;4;2024-04-16;250.0;1
378;32302bcc;2;2024-05-23;104.0;1
381;d4ab8e24;6;2023-02-23;455.0;1
383;c52de8f4;4;2023-07-30;325.0;1
386;a0462748;4;2023-04-11;325.0;1
388;acb9b969;4;2024-04-26;325.0;1
390;2872fd9e;3;2023-03-27;115.0;1
391;097e4ddf;4;2023-03-12;250.0;1
396;a9539da8;2;2023-04-15;104.0;1
397;91b6ed61;1;2024-04-12;57.5;1
398;df326f84;5;2023-11-02;500.0;1
399;42de9460;5;2023-10-02;575.0;1
402;b7eafcdf;7;2024-05-13;1380.0;1
407;5e5c8d48;7;2023-01-23;1200.0;1
408;d0ea6557;7;2024-05-06;1380.0;1
411;45ab42cd;1;2024-02-21;50.0;1
413;a87e0d35;3;2024-04-18;130.0;1
414;acb9b969;5;2023-12-04;650.0;1
415;4f4ff822;1;2024-02-21;50.0;1
417;acb9b969;6;2024-02-06;455.0;1
420;16f7f689;2;2023-03-23;92.0;1
421;48509d76;5;2023-02-18;500.0;1
422;657a1fe0;5;2023-01-07;575.0;1
425;11a2e303;2;2023-08-31;92.0;1
430;16899c7f;7;2023-05-07;1560.0;1
431;69f1fef1;5;2023-01-13;500.0;1
432;8cce5870;6;2023-12-18;455.0;1
436;25b69aac;2;2024-03-12;80.0;1
439;12ce0b70;6;2023-10-06;350.0;1
440;b1da2c35;5;2023-11-11;650.0;1
441;9f90c2ae;3;2023-06-19;115.0;1
442;100f8c6d;7;2023-03-03;1380.0;1
443;11a2e303;7;2023-03-17;1380.0;1
446;f8ff7ce8;7;2023-11-15;1200.0;1
447;efae72f4;6;2023-01-11;402.5;1
448;015b49b4;1;2024-01-23;65.0;1
449;4562e63d;7;2024-04-30;1380.0;1
450;ffacc767;2;2023-10-12;80.0;1
452;659aec8d;5;2023-05-09;500.0;1
453;4bf14ed7;3;2023-02-11;100.0;1
455;df326f84;2;2024-02-06;80.0;1
457;899d1447;2;2024-01-09;92.0;1
461;5ed65c1e;5;2023-07-30;575.0;1
462;ea441cc5;5;2023-10-06;575.0;1
463;3c3cce77;5;2024-01-25;650.0;1
465;be10b191;6;2024-05-24;350.0;1
472;c0571ed2;6;2024-04-30;350.0;1
475;4e28e4b8;6;2023-09-11;402.5;1
476;2beed9a5;5;2024-01-11;500.0;1
477;a1d2426f;6;2024-05-23;402.5;1
478;9685c88b;5;2024-02-29;500.0;1
479;cc560cc4;3;2023-04-02;100.0;1
482;293af53c;7;2024-04-21;1560.0;1
483;c1a58158;3;2024-05-14;100.0;1
484;d21492e4;4;2023-11-11;325.0;1
485;b771431f;4;2023-02-09;250.0;1
486;74b91879;2;2023-10-24;80.0;1
488;d447a753;2;2023-10-28;80.0;1
490;1e3519ec;3;2023-01-03;115.0;1
493;9e00081e;7;2023-10-25;1560.0;1
495;76cfbe5b;5;2023-07-19;500.0;1
499;f213a353;1;2023-02-03;57.5;1
502;790970c5;5;2023-02-09;500.0;1
511;09307676;4;2023-12-30;250.0;1
512;2c6f4c99;2;2023-02-26;80.0;1
513;a20eb067;3;2023-01-03;100.0;1
514;130a3995;5;2024-02-19;500.0;1
515;1181cef1;3;2024-01-23;115.0;1
516;f86c518d;3;2023-09-25;100.0;1
528;32302bcc;4;2023-08-16;325.0;1
529;bc8c3477;2;2023-02-06;104.0;1
530;e2f202b2;1;2023-12-28;57.5;1
531;e0d46aa5;7;2023-10-19;1560.0;1
534;2658b6c3;1;2024-02-03;57.5;1
535;e7f5b935;7;2023-10-25;1200.0;1
536;f7dcffa6;2;2023-08-01;92.0;1
537;b089f36b;5;2024-05-07;575.0;1
539;f44539cc;3;2023-05-26;100.0;1
540;a0462748;7;2023-06-04;1560.0;1
542;cbd24fbb;3;2023-01-09;100.0;1
547;7218f7b8;6;2023-10-07;350.0;1
548;4914df55;3;2023-02-16;100.0;1
553;25b69aac;7;2024-05-15;1200.0;1
555;a983457e;3;2024-02-08;115.0;1
556;fd306376;7;2023-07-17;1560.0;1
559;74b91879;1;2023-05-31;50.0;1
560;a1d2426f;1;2023-02-14;57.5;1
561;310955c9;4;2024-01-13;325.0;1
565;0a3c251e;3;2023-05-22;100.0;1
567;40da4c92;6;2023-05-03;350.0;1
569;5b0fca6e;6;2024-02-03;402.5;1
572;5f8e50ee;1;2024-01-17;50.0;1
576;37cf97fe;7;2024-05-01;1380.0;1
579;2384ea28;1;2023-12-10;57.5;1
582;9f90c2ae;3;2024-03-04;115.0;1
588;94ff98d9;1;2023-01-29;57.5;1
589;51c302e2;5;2023-04-18;575.0;1
593;8cce5870;3;2023-01-09;130.0;1
594;a20eb067;7;2023-03-19;1200.0;1
596;a2f49578;3;2023-11-13;115.0;1
600;e3b43f0c;5;2024-04-21;575.0;1
601;4837aeb9;4;2023-08-23;287.5;1
604;74b91879;7;2024-05-22;1200.0;1
605;09aeda0a;1;2024-01-06;57.5;1
607;e4bc7342;3;2023-12-07;115.0;1
608;fbc6d6dd;7;2023-12-30;1380.0;1
609;a57eb38e;3;2023-08-03;130.0;1
610;00d92ad0;3;2024-03-17;130.0;1
613;16899c7f;5;2023-11-13;650.0;1
616;4c113577;3;2024-05-27;130.0;1
617;2988ced3;4;2023-03-09;250.0;1
620;931e2cae;3;2023-06-29;100.0;1
625;40ed2e90;4;2024-03-08;250.0;1
626;cc91c2e8;4;2023-02-20;287.5;1
630;7ee8c8d7;7;2023-07-19;1380.0;1
631;ba62b0a7;3;2023-03-10;100.0;1
632;650f8166;3;2023-04-27;115.0;1
633;796014d8;2;2023-07-13;104.0;1
636;4d65389e;1;2023-09-30;65.0;1
638;900669b2;1;2023-09-18;65.0;1
641;7aec5b16;3;2023-03-30;100.0;1
648;d934464b;7;2023-01-19;1200.0;1
651;77117764;7;2024-02-18;1380.0;1
653;7aec5b16;2;2024-02-10;80.0;1
654;94ff98d9;3;2023-05-06;115.0;1
656;f625263d;2;2023-01-18;80.0;1
657;16f7f689;6;2023-10-11;402.5;1
658;cbd24fbb;6;2023-02-01;350.0;1
659;c1a58158;6;2024-03-13;350.0;1
660;10cdc26c;4;2023-07-27;287.5;1
663;16f7f689;5;2023-12-29;575.0;1
666;8317b6ed;3;2024-02-11;100.0;1
667;bd92ba8c;6;2024-02-08;350.0;1
670;864521db;1;2024-05-14;50.0;1
672;a5944826;6;2023-06-19;350.0;1
673;1c7e0cec;5;2024-02-22;500.0;1
677;d0f1f58f;7;2023-02-28;1200.0;1
679;16899c7f;2;2023-01-31;104.0;1
680;1c7e0cec;2;2024-01-16;80.0;1
681;4362f01f;7;2023-05-03;1560.0;1
682;2141f53d;5;2024-03-16;575.0;1
683;252b4e57;7;2023-11-08;1380.0;1
684;6bb77e63;5;2023-09-28;500.0;1
686;4b6682d3;7;2024-05-27;1560.0;1
687;dfd6b60e;6;2023-06-21;402.5;1
688;b55c2e7e;5;2023-02-12;575.0;1
691;2038dbf1;4;2023-08-21;287.5;1
692;10f5849e;3;2023-06-28;100.0;1
696;5bfe5997;5;2023-01-04;500.0;1
697;535dc00f;4;2024-03-13;287.5;1
701;942ef505;7;2023-07-17;1200.0;1
702;7d771214;6;2023-03-14;350.0;1
703;8df1e329;3;2023-12-19;115.0;1
704;bc8c3477;2;2023-11-04;104.0;1
713;45ab42cd;1;2023-02-24;50.0;1
714;8e2bb3c9;2;2024-05-20;104.0;1
717;a3d76401;6;2023-01-30;350.0;1
718;e00888d6;6;2023-07-14;402.5;1
720;d2b73f23;2;2023-01-03;104.0;1
721;295720dd;2;2023-11-08;92.0;1
722;917d5024;4;2023-02-15;250.0;1
724;551902c2;3;2023-06-07;100.0;1
725;0b57e2b0;1;2023-08-01;65.0;1
728;e05541bc;6;2023-01-21;350.0;1
729;a3d76401;6;2024-03-28;350.0;1
730;cc91c2e8;2;2023-03-16;92.0;1
732;6bb77e63;7;2023-09-12;1200.0;1
734;afc83dd0;2;2023-01-16;92.0;1
737;9668d02a;7;2023-03-27;1380.0;1
738;8df70b14;5;2023-01-19;500.0;1
740;881ab506;7;2023-06-08;1560.0;1
741;88616533;2;2023-08-20;80.0;1
742;5c224582;4;2023-10-12;250.0;1
744;9fdbb7d4;7;2023-09-12;1200.0;1
745;e89ffa71;2;2023-07-03;80.0;1
747;7abc5a83;3;2023-11-27;130.0;1
748;d0c4da6b;5;2024-02-06;650.0;1
752;059008ca;5;2023-10-05;500.0;1
753;e523dc4a;2;2023-09-13;80.0;1
754;008a22e6;4;2024-01-25;250.0;1
757;e58fcc01;4;2024-04-11;325.0;1
760;20832882;1;2023-02-09;57.5;1
767;b7b7cf41;6;2023-05-04;402.5;1
771;ea441cc5;4;2023-11-27;287.5;1
772;8ea30f22;6;2024-05-05;402.5;1
778;657a1fe0;7;2023-02-16;1380.0;1
783;195eed82;5;2023-11-04;500.0;1
784;8ea30f22;5;2023-03-23;575.0;1
787;f86c518d;3;2023-01-21;100.0;1
789;36000009;5;2023-06-20;500.0;1
790;10f5849e;2;2023-10-06;80.0;1
791;d0ea6557;1;2023-07-30;57.5;1
793;0b03ad8d;1;2023-11-09;57.5;1
796;a983457e;4;2023-04-25;287.5;1
800;705c55c3;2;2023-04-15;80.0;1
801;eb6bdde6;4;2023-07-30;287.5;1
803;cc089225;5;2023-06-28;500.0;1
804;b7bc4247;6;2024-01-02;402.5;1
805;6c7bd7ed;3;2024-01-21;100.0;1
807;f213a353;4;2023-07-19;287.5;1
808;e43d72b5;5;2024-01-04;500.0;1
809;7aaa76d3;4;2023-02-20;250.0;1
813;a57eb38e;2;2023-06-12;104.0;1
814;64d046e5;5;2023-10-09;500.0;1
819;41957a2f;1;2024-05-02;50.0;1
822;a250664f;7;2024-04-13;1200.0;1
825;168a5ecd;5;2023-12-13;500.0;1
826;c2c35455;6;2023-02-06;402.5;1
829;8187604f;7;2023-04-01;1380.0;1
830;16aac7fd;7;2023-01-27;1560.0;1
832;2c6f4c99;3;2024-04-09;100.0;1
838;45a7a880;3;2023-09-08;100.0;1
843;d82258aa;6;2023-08-30;350.0;1
846;cb0bd30b;3;2023-01-06;100.0;1
848;696af3bf;5;2023-03-04;500.0;1
850;715da6ab;1;2023-10-01;50.0;1
851;abd06bfe;6;2024-02-08;455.0;1
853;d04e0b6f;2;2023-08-18;104.0;1
855;b6b76b0b;6;2023-01-21;455.0;1
856;e00888d6;4;2023-03-16;287.5;1
857;7663aeb7;6;2024-02-12;455.0;1
858;8a91074c;1;2024-04-25;50.0;1
859;e91ff8e1;6;2023-11-08;350.0;1
860;69cc0e96;7;2023-11-13;1200.0;1
861;c3a7c334;4;2023-12-19;250.0;1
862;87624e7d;3;2023-06-13;100.0;1
863;fe13b349;4;2024-03-02;250.0;1
865;bc2ee5c1;7;2024-04-02;1560.0;1
871;652108f3;7;2023-06-22;1200.0;1
872;0b57e2b0;4;2023-05-24;325.0;1
876;3e9cbf33;1;2023-02-13;57.5;1
882;92c475a3;2;2023-12-13;92.0;1
883;4914df55;7;2023-08-05;1200.0;1
884;696af3bf;2;2023-01-17;80.0;1
885;92c475a3;3;2024-01-21;115.0;1
887;b252d9e9;1;2024-04-18;65.0;1
888;899d1447;4;2023-01-14;287.5;1
893;dd674ca8;2;2023-01-17;80.0;1
895;92c475a3;3;2023-12-27;115.0;1
899;371f3a1a;6;2023-08-28;350.0;1
903;cf315181;5;2023-12-26;500.0;1
904;d447a753;2;2023-07-10;80.0;1
906;f3d5b625;1;2023-08-17;50.0;1
907;4abbb10a;2;2023-07-24;80.0;1
910;e90a0b13;3;2024-01-14;100.0;1
911;323b9406;4;2023-09-18;287.5;1
914;2c764ff3;6;2023-11-22;455.0;1
918;f7dcffa6;1;2023-01-10;57.5;1
920;1e3a395c;5;2023-02-01;575.0;1
921;efae72f4;7;2024-02-04;1380.0;1
922;9a3049a2;2;2023-07-23;92.0;1
923;40ed2e90;7;2023-07-10;1200.0;1
925;eaf1f95f;1;2024-04-01;65.0;1
928;a6d0870a;3;2023-08-01;100.0;1
931;e6bc0a77;4;2023-02-26;325.0;1
935;c1edde7c;3;2024-04-17;130.0;1
939;0c30a99a;7;2024-03-04;1200.0;1
942;f2a6cae6;1;2023-04-20;57.5;1
943;6c3c56a3;3;2023-02-11;130.0;1
944;2981e5fd;6;2024-01-03;350.0;1
945;5b16d1c7;7;2024-02-21;1560.0;1
947;cd2a16ba;3;2023-03-01;115.0;1
950;371f3a1a;6;2023-06-11;350.0;1
951;25b69aac;7;2024-05-28;1200.0;1
952;51c302e2;4;2024-01-23;287.5;1
953;b3530c11;6;2023-07-10;455.0;1
955;6d7209cc;6;2023-04-03;350.0;1
958;317247b4;1;2023-06-28;50.0;1
959;d962319a;3;2023-06-18;100.0;1
960;7663aeb7;2;2023-01-01;104.0;1
962;efae72f4;6;2023-02-16;402.5;1
968;d1e6cff0;3;2023-04-17;130.0;1
971;8a07477f;1;2024-02-19;57.5;1
972;f4a19987;6;2024-02-27;455.0;1
975;eb867370;4;2023-02-22;250.0;1
976;73fd2dcd;5;2023-02-16;650.0;1
978;a87e0d35;3;2024-04-07;130.0;1
983;377ac9cb;7;2023-09-13;1200.0;1
984;5872f152;5;2024-02-01;650.0;1
986;969c0999;3;2023-01-16;115.0;1
988;c5d1af12;2;2024-03-09;92.0;1
990;9067f5ac;3;2024-02-19;100.0;1
994;66288710;1;2024-02-08;57.5;1
996;0b03ad8d;7;2024-03-24;1380.0;1
997;8cc120ac;7;2024-02-01;1200.0;1
998;e4bc7342;4;2024-05-16;287.5;1
999;d2b73f23;2;2023-05-03;104.0;1
1000;4c113577;4;2024-01-19;325.0;1
1001;11a2e303;5;2023-07-24;575.0;1
1003;73909230;6;2023-09-14;350.0;1
1009;942ef505;7;2023-12-19;1200.0;1
1011;d7671b51;6;2023-02-20;402.5;1
1012;ea441cc5;5;2023-01-07;575.0;1
1013;3c8660be;6;2023-01-30;350.0;1
1014;08e19401;6;2023-05-29;350.0;1
1015;0aa800e2;6;2023-05-18;350.0;1
1016;2988ced3;5;2023-08-23;500.0;1
1020;f3d5b625;4;2023-04-27;250.0;1
1021;4362f01f;5;2023-01-13;650.0;1
1022;10a51a51;4;2024-01-18;287.5;1
1023;a523b3d7;1;2024-03-19;50.0;1
1024;252b4e57;6;2023-09-29;402.5;1
1026;fbc6d6dd;2;2023-03-20;92.0;1
1027;d447a753;7;2024-03-24;1200.0;1
1028;e3aaebb1;7;2023-10-23;1200.0;1
1031;5f8e50ee;1;2024-01-29;50.0;1
1032;ec0174b4;2;2023-02-21;80.0;1
1033;ba62b0a7;4;2023-11-15;250.0;1
1036;12bf15aa;1;2023-05-11;50.0;1
1038;cdfc57b2;2;2023-09-05;80.0;1
1040;7222f373;1;2024-04-08;50.0;1
1042;87815a05;7;2023-01-21;1560.0;1
1043;35ddd03f;1;2024-01-24;65.0;1
1044;cbd24fbb;1;2023-07-17;50.0;1
1046;75645bc1;1;2023-12-12;50.0;1
1049;5b032ce4;6;2023-06-17;402.5;1
1052;ed3e8430;2;2023-05-22;92.0;1
1055;2658b6c3;2;2024-04-25;92.0;1
1056;ea902d22;7;2024-01-24;1380.0;1
1058;5b16d1c7;2;2024-01-19;104.0;1
1059;06721c49;5;2023-04-02;575.0;1
1060;433f4321;5;2023-05-04;500.0;1
1064;96d30c67;1;2023-08-06;50.0;1
1065;2981e5fd;5;2023-04-05;500.0;1
1066;a5944826;7;2023-01-01;1200.0;1
1067;4535d6f4;4;2024-01-05;287.5;1
1068;d2b73f23;7;2024-05-28;1560.0;1
1070;e3b43f0c;7;2023-03-02;1380.0;1
1072;cf26e8a9;2;2023-03-09;104.0;1
1075;7b221d17;6;2024-02-26;402.5;1
1076;8dc53228;5;2024-02-17;500.0;1
1077;8f109aaa;4;2023-02-03;287.5;1
1080;83b361b9;6;2023-07-29;350.0;1
1084;c0571ed2;5;2023-10-14;500.0;1
1085;2877fb9d;7;2024-04-19;1380.0;1
1089;e2b4293b;7;2023-12-06;1200.0;1
1091;a9539da8;3;2023-09-01;130.0;1
1092;9cc50acd;5;2023-02-06;575.0;1
1094;a029bddc;7;2024-03-09;1200.0;1
1098;27ebdab8;1;2023-04-24;50.0;1
1099;73aeab2c;4;2024-03-02;250.0;1
1102;b2c6d9a6;6;2023-11-15;402.5;1
1103;6be5e912;1;2023-01-12;57.5;1
1105;20c445d9;4;2024-04-22;287.5;1
1107;05524412;4;2023-09-29;325.0;1
1110;a5944826;1;2023-04-07;50.0;1
1117;377ac9cb;7;2023-03-25;1200.0;1
1119;73909230;5;2023-04-20;500.0;1
1122;6479dbec;7;2023-10-14;1560.0;1
1123;e05541bc;2;2023-08-13;80.0;1
1126;52fdb519;3;2023-09-13;100.0;1
1129;33470117;6;2023-07-28;350.0;1
1130;ae56d1ff;3;2023-12-12;100.0;1
1131;7aaa76d3;5;2023-07-02;500.0;1
1132;cb0bd30b;3;2024-03-05;100.0;1
1133;7c0dabda;5;2024-02-06;500.0;1
1134;2d77c756;1;2023-01-22;57.5;1
1137;582ea6d9;1;2024-04-30;50.0;1
1140;69f1fef1;6;2023-08-16;350.0;1
1142;9fdbb7d4;7;2024-03-01;1200.0;1
1144;a9392323;3;2023-02-26;115.0;1
1145;c1edde7c;3;2023-03-05;130.0;1
1147;ea902d22;7;2024-01-29;1380.0;1
1148;2889dc2e;3;2023-02-06;100.0;1
1149;bed2c33a;1;2023-12-20;50.0;1
1150;fdcff0af;5;2023-12-25;500.0;1
1151;68dc4bd8;1;2024-01-15;57.5;1
1154;6bea29e8;3;2023-11-20;100.0;1
1162;c5d1af12;3;2023-11-14;115.0;1
1163;4362f01f;2;2023-01-17;104.0;1
1164;968ab87f;6;2023-12-22;350.0;1
1168;73a4bac5;2;2024-05-14;80.0;1
1169;8ca6eb23;4;2024-04-22;287.5;1
1171;4562e63d;1;2024-02-23;57.5;1
1176;c52de8f4;3;2023-02-26;130.0;1
1177;55503d7d;2;2023-02-02;92.0;1
1182;a2f49578;4;2023-07-12;287.5;1
1183;c0b01be5;4;2024-04-22;250.0;1
1185;e91ff8e1;7;2024-04-15;1200.0;1
1186;cb0bd30b;4;2023-12-14;250.0;1
1187;c2b1788e;1;2023-02-17;50.0;1
1188;45a7a880;1;2023-12-13;50.0;1
1191;e7709032;7;2024-03-17;1200.0;1
1192;4bf14ed7;3;2023-01-17;100.0;1
1194;a5872577;5;2024-02-14;650.0;1
1195;eb867370;1;2023-02-12;50.0;1
1200;d934464b;6;2024-02-22;350.0;1
1204;1181cef1;7;2023-09-23;1380.0;1
1205;a57eb38e;5;2023-07-10;650.0;1
1206;4d343e80;4;2023-10-22;250.0;1
1207;f7dcffa6;2;2023-10-11;92.0;1
1209;566b9a41;4;2024-03-19;287.5;1
1213;9067f5ac;6;2023-10-05;350.0;1
1215;795d544f;5;2023-09-11;650.0;1
1216;fe13b349;4;2023-10-30;250.0;1
1217;d04e0b6f;6;2024-05-20;455.0;1
1222;dd17cdcd;5;2024-01-04;650.0;1
1225;9c030b15;3;2023-01-26;100.0;1
1227;c1edde7c;2;2024-05-10;104.0;1
1228;ba557785;1;2024-05-11;50.0;1
1231;2a5bb672;4;2024-01-08;325.0;1
1232;917d5024;1;2023-01-26;50.0;1
1234;a1d2426f;5;2023-07-11;575.0;1
1235;535dc00f;5;2023-02-05;575.0;1
1238;30177129;6;2023-03-06;402.5;1
1240;8e2bb3c9;3;2023-08-27;130.0;1
1242;2109f627;1;2024-04-25;50.0;1
1247;28778f52;1;2023-12-26;50.0;1
1248;371f3a1a;2;2024-05-28;80.0;1
1253;a2a8aa9a;4;2023-11-29;250.0;1
1255;4535d6f4;5;2023-05-31;575.0;1
1256;78680762;4;2023-03-26;325.0;1
1266;9067f5ac;4;2023-12-29;250.0;1
1268;3599dfac;6;2023-06-21;350.0;1
1270;e2f202b2;6;2023-08-09;402.5;1
1272;d0f1f58f;1;2023-12-10;50.0;1
1273;a2a8aa9a;2;2023-12-13;80.0;1
1275;ffacc767;5;2023-09-03;500.0;1
